10000 10
7400 50 152
23406 3756 2083
28799 4240 169
35852 4056 1811
37977 8087 229
38807 2556 1483
44000 8810 53
52573 268 1825
54119 445 443
63919 5312 752
2547 23406 675 3590
2548 52573 966 5185
2549 0 0 0
2550 38807 1475 7292
2551 38807 1031 2662
2552 23406 1579 2553
2553 23406 1580 3822
2554 52573 1716 8392
2555 0 0 0
2556 38807 1 6168
2557 38807 1340 8362
2558 52573 990 1984
2559 38807 1078 6969
2560 52573 216 3449
2561 0 0 0
2562 52573 240 861
2563 23406 1010 2564
2564 23406 1011 2565
2565 23406 1012 2780
2566 52573 1573 1476
2567 0 0 0
2568 52573 1036 1492
2569 0 0 0
2570 52573 1098 6866
2571 38807 1352 6910
2572 0 0 0
2573 38807 991 8736
2574 52573 1550 2504
2575 0 0 0
2576 38807 268 4331
2577 38807 779 2306
2578 23406 89 2579
2579 23406 90 2580
2580 23406 91 2581
2581 23406 92 2582
2582 23406 93 2583
2583 23406 94 2584
2584 23406 95 2585
2585 23406 96 2586
2586 23406 97 2587
2587 23406 98 2588
2588 23406 99 3334
2589 38807 1375 892
2590 52573 841 3744
2591 23406 301 2592
2592 23406 302 2593
2593 23406 303 9699
2594 38807 1373 3512
2595 35852 780 2596
2596 35852 781 2597
2597 35852 782 7702
2598 52573 297 5174
2599 0 0 0
2600 52573 387 596
2601 23406 2021 6097
2602 52573 823 8006
2603 38807 438 3415
2604 52573 1316 126
2605 38807 711 2672
2606 52573 366 1791
2607 23406 2009 7526
2608 23406 654 2609
2609 23406 655 2610
2610 23406 656 5296
2611 38807 352 2682
2612 38807 169 6763
2613 52573 1175 6790
2614 23406 1073 2615
2615 23406 1074 648
2616 52573 516 4490
2617 0 0 0
2618 52573 1723 2077
2619 0 0 0
2620 23406 342 2621
2621 23406 343 2622
2622 23406 344 2623
2623 23406 345 2624
2624 23406 346 259
2625 52573 1078 4362
2626 38807 588 8502
2627 23406 1997 9487
2628 52573 430 4418
2629 0 0 0
2630 52573 425 8752
2631 0 0 0
2632 52573 20 3084
2633 0 0 0
2634 38807 1288 6620
2635 23406 1971 7673
2636 38807 311 6116
2637 0 0 0
2638 52573 1165 3662
2639 52573 1241 2218
2640 38807 1268 9574
2641 52573 1179 6439
2642 38807 904 6609
2643 0 0 0
2644 35852 1043 2645
2645 35852 1044 2646
2646 35852 1045 2647
2647 35852 1046 2648
2648 35852 1047 2649
2649 35852 1048 4332
2650 52573 1470 2656
2651 44000 35 9564
2652 23406 1408 2653
2653 23406 1409 1416
2654 38807 498 6785
2655 38807 483 7444
2656 52573 1471 9530
2657 0 0 0
2658 38807 1435 2169
2659 0 0 0
2660 23406 1211 2661
2661 23406 1212 8364
2662 38807 1032 6262
2663 0 0 0
2664 38807 1345 3146
2665 23406 1590 2666
2666 23406 1591 4100
2667 38807 1244 966
2668 52573 943 9653
2669 0 0 0
2670 52573 1296 3679
2671 23406 2026 4587
2672 38807 712 1073
2673 23406 1921 7979
2674 52573 761 4496
2675 38807 431 4397
2676 52573 682 9059
2677 23406 925 2678
2678 23406 926 2679
2679 23406 927 1443
2680 38807 366 9432
2681 0 0 0
2682 38807 353 4219
2683 52573 654 6566
2684 23406 1504 2685
2685 23406 1505 7635
2686 52573 29 2507
2687 38807 403 8903
2688 23406 1926 2399
2689 52573 1269 7276
2690 23406 533 2691
2691 23406 534 2692
2692 23406 535 9828
2693 38807 692 2176
2694 52573 212 3683
2695 0 0 0
2696 52573 1776 9800
2697 23406 1585 2711
2698 35852 1805 2699
2699 35852 1806 2700
2700 35852 1807 2701
2701 35852 1808 2702
2702 35852 1809 2703
2703 35852 1810 2704
2704 35852 1811 1
2705 0 0 0
2706 52573 1459 8446
2707 0 0 0
2708 52573 1312 9104
2709 0 0 0
2710 52573 632 823
2711 23406 1586 4184
2712 52573 503 5146
2713 0 0 0
2714 38807 909 8812
2715 0 0 0
2716 52573 408 1150
2717 0 0 0
2718 23406 962 2719
2719 23406 963 3923
2720 35852 842 2721
2721 35852 843 2722
2722 35852 844 2723
2723 35852 845 2724
2724 35852 846 2725
2725 35852 847 4851
2726 54119 211 2727
2727 54119 212 2728
2728 54119 213 2729
2729 54119 214 2730
2730 54119 215 2731
2731 54119 216 2732
2732 54119 217 2733
2733 54119 218 2734
2734 54119 219 2735
2735 54119 220 1712
2736 52573 251 4407
2737 23406 1475 7429
2738 38807 556 7555
2739 23406 1526 2740
2740 23406 1527 1413
2741 38807 722 5264
2742 23406 1502 2743
2743 23406 1503 2684
2744 52573 641 2854
2745 0 0 0
2746 35852 1591 2747
2747 35852 1592 2748
2748 35852 1593 2749
2749 35852 1594 2750
2750 35852 1595 2751
2751 35852 1596 7028
2752 52573 470 3144
2753 23406 614 2754
2754 23406 615 2755
2755 23406 616 6407
2756 38807 463 662
2757 52573 1032 1461
2758 38807 15 3955
2759 52573 63 4042
2760 52573 1513 2234
2761 0 0 0
2762 52573 717 7327
2763 0 0 0
2764 23406 726 2765
2765 23406 727 1906
2766 52573 1400 8688
2767 23406 2076 3431
2768 38807 893 6414
2769 0 0 0
2770 38807 617 9825
2771 0 0 0
2772 52573 1280 3382
2773 0 0 0
2774 35852 715 2775
2775 35852 716 2776
2776 35852 717 2777
2777 35852 718 2778
2778 35852 719 7850
2779 52573 672 4302
2780 23406 1013 2781
2781 23406 1014 7439
2782 35852 1521 2783
2783 35852 1522 2784
2784 35852 1523 2785
2785 35852 1524 2786
2786 35852 1525 2787
2787 35852 1526 4305
2788 52573 1426 7648
2789 23406 1602 8085
2790 52573 1591 4215
2791 23406 1524 2792
2792 23406 1525 2739
2793 52573 964 3391
2794 35852 889 2795
2795 35852 890 2796
2796 35852 891 2797
2797 35852 892 2798
2798 35852 893 2799
2799 35852 894 2800
2800 35852 895 2801
2801 35852 896 2802
2802 35852 897 2803
2803 35852 898 2804
2804 35852 899 2805
2805 35852 900 2806
2806 35852 901 4366
2807 52573 1576 4636
2808 38807 1412 925
2809 23406 1877 6825
2810 52573 1509 1090
2811 23406 1089 7870
2812 52573 465 634
2813 38807 1449 7294
2814 52573 1167 7876
2815 0 0 0
2816 38807 1393 3159
2817 38807 1421 3124
2818 23406 1643 2819
2819 23406 1644 3889
2820 38807 1360 4861
2821 0 0 0
2822 52573 1702 2371
2823 23406 1364 9077
2824 38807 891 7735
2825 0 0 0
2826 52573 441 3966
2827 23406 1439 2828
2828 23406 1440 6556
2829 23406 263 2830
2830 23406 264 2831
2831 23406 265 2832
2832 23406 266 2833
2833 23406 267 4600
2834 7400 4 8870
2835 23406 1794 2836
2836 23406 1795 7144
2837 35852 227 2838
2838 35852 228 2839
2839 35852 229 2840
2840 35852 230 2841
2841 35852 231 2842
2842 35852 232 2843
2843 35852 233 4990
2844 52573 669 9576
2845 0 0 0
2846 52573 1727 9775
2847 52573 1711 3772
2848 44000 29 9585
2849 52573 359 8366
2850 38807 678 6308
2851 0 0 0
2852 52573 482 7476
2853 38807 1455 9604
2854 52573 642 4714
2855 52573 472 6132
2856 38807 1332 6545
2857 0 0 0
2858 52573 245 1708
2859 23406 1828 2860
2860 23406 1829 4409
2861 38807 1190 9192
2862 52573 223 9684
2863 38807 1168 3186
2864 35852 1796 2865
2865 35852 1797 2866
2866 35852 1798 2867
2867 35852 1799 4255
2868 52573 902 4784
2869 0 0 0
2870 52573 968 374
2871 23406 1854 4278
2872 52573 782 4378
2873 23406 1034 2874
2874 23406 1035 2174
2875 38807 846 9140
2876 52573 128 3020
2877 23406 717 2878
2878 23406 718 2879
2879 23406 719 3714
2880 38807 614 6557
2881 23406 863 2882
2882 23406 864 2883
2883 23406 865 2044
2884 52573 314 744
2885 0 0 0
2886 23406 424 2887
2887 23406 425 2888
2888 23406 426 2889
2889 23406 427 4588
2890 38807 795 7350
2891 52573 1144 9401
2892 23406 1865 4417
2893 52573 1582 8914
2894 52573 90 6682
2895 38807 359 7492
2896 23406 2057 6219
2897 52573 1303 6282
2898 52573 1569 9174
2899 0 0 0
2900 38807 1165 3979
2901 23406 1937 3797
2902 52573 346 2098
2903 0 0 0
2904 52573 1364 7823
2905 38807 1255 820
2906 52573 950 1446
2907 38807 1462 4408
2908 23406 875 2909
2909 23406 876 276
2910 38807 550 3578
2911 23406 523 2912
2912 23406 524 2913
2913 23406 525 1194
2914 52573 907 220
2915 23406 2032 7767
2916 38807 168 2612
2917 38807 794 2890
2918 35852 1158 2919
2919 35852 1159 2920
2920 35852 1160 2921
2921 35852 1161 2922
2922 35852 1162 2923
2923 35852 1163 2924
2924 35852 1164 2925
2925 35852 1165 2926
2926 35852 1166 2927
2927 35852 1167 9252
2928 52573 1594 6316
2929 0 0 0
2930 54119 319 2931
2931 54119 320 2932
2932 54119 321 2933
2933 54119 322 2934
2934 54119 323 2935
2935 54119 324 2936
2936 54119 325 1210
2937 52573 917 3762
2938 0 0 0
2939 38807 46 6088
2940 38807 341 6108
2941 0 0 0
2942 52573 1013 3128
2943 0 0 0
2944 52573 1083 1162
2945 23406 1984 7489
2946 7400 95 4914
2947 23406 1317 2948
2948 23406 1318 2949
2949 23406 1319 1954
2950 7400 3 2834
2951 23406 1841 3563
2952 38807 1319 3982
2953 0 0 0
2954 38807 704 1473
2955 0 0 0
2956 38807 64 7212
2957 52573 1196 3803
2958 52573 1493 382
2959 0 0 0
2960 38807 761 8439
2961 23406 1911 67
2962 38807 939 8948
2963 0 0 0
2964 52573 305 4286
2965 52573 1442 3641
2966 0 0 0
2967 23406 233 2968
2968 23406 234 2969
2969 23406 235 3489
2970 52573 1652 9457
2971 0 0 0
2972 52573 1068 7634
2973 23406 313 2974
2974 23406 314 2975
2975 23406 315 2976
2976 23406 316 7087
2977 52573 1368 7914
2978 38807 848 7931
2979 0 0 0
2980 52573 341 7053
2981 52573 539 6403
2982 23406 1031 2983
2983 23406 1032 2984
2984 23406 1033 2873
2985 52573 1122 3562
2986 23406 1481 2987
2987 23406 1482 4261
2988 52573 1071 6850
2989 38807 1081 2517
2990 52573 681 2676
2991 0 0 0
2992 52573 1217 3801
2993 0 0 0
2994 38807 347 1554
2995 52573 851 4090
2996 52573 814 4634
2997 0 0 0
2998 7400 129 9384
2999 23406 1246 3000
3000 23406 1247 9161
3001 38807 1029 4384
3002 0 0 0
3003 38807 1148 163
3004 52573 1473 3535
3005 0 0 0
3006 52573 490 6418
3007 38807 149 3276
3008 52573 438 7802
3009 35852 1374 3010
3010 35852 1375 3011
3011 35852 1376 3012
3012 35852 1377 3013
3013 35852 1378 3014
3014 35852 1379 3015
3015 35852 1380 3016
3016 35852 1381 3017
3017 35852 1382 3018
3018 35852 1383 3019
3019 35852 1384 2093
3020 52573 129 9296
3021 0 0 0
3022 38807 443 6417
3023 23406 1461 1125
3024 38807 24 8602
3025 38807 890 2824
3026 52573 1666 3412
3027 0 0 0
3028 28799 22 3029
3029 28799 23 3030
3030 28799 24 3031
3031 28799 25 3032
3032 28799 26 6886
3033 52573 307 7964
3034 52573 452 3408
3035 23406 786 3036
3036 23406 787 3037
3037 23406 788 3790
3038 38807 1111 3060
3039 38807 1231 4073
3040 38807 1044 4085
3041 52573 1409 3312
3042 23406 997 3043
3043 23406 998 9920
3044 35852 1665 3045
3045 35852 1666 3046
3046 35852 1667 3047
3047 35852 1668 3048
3048 35852 1669 7330
3049 52573 952 915
3050 35852 100 3051
3051 35852 101 3052
3052 35852 102 3053
3053 35852 103 3054
3054 35852 104 3055
3055 35852 105 3056
3056 35852 106 3057
3057 35852 107 3058
3058 35852 108 6393
3059 52573 1614 7719
3060 38807 1112 6535
3061 38807 1119 4486
3062 38807 229 3223
3063 23406 957 3064
3064 23406 958 3065
3065 23406 959 5188
3066 23406 59 3067
3067 23406 60 1250
3068 52573 194 7556
3069 23406 1045 3070
3070 23406 1046 9801
3071 52573 3 6784
3072 28799 102 3073
3073 28799 103 3074
3074 28799 104 3075
3075 28799 105 3076
3076 28799 106 3077
3077 28799 107 3078
3078 28799 108 3079
3079 28799 109 3080
3080 28799 110 3081
3081 28799 111 3082
3082 28799 112 3083
3083 28799 113 4776
3084 52573 21 1790
3085 38807 1017 3721
3086 23406 715 3087
3087 23406 716 2877
3088 35852 1778 3089
3089 35852 1779 3090
3090 35852 1780 3091
3091 35852 1781 3092
3092 35852 1782 3093
3093 35852 1783 3094
3094 35852 1784 3095
3095 35852 1785 3096
3096 35852 1786 8545
3097 7400 131 6555
3098 23406 1819 9334
3099 38807 245 4329
3100 0 0 0
3101 38807 1144 8458
3102 52573 1654 9674
3103 23406 38 3104
3104 23406 39 3105
3105 23406 40 4792
3106 38807 1000 4038
3107 0 0 0
3108 38807 110 3318
3109 52573 1221 9474
3110 38807 799 3304
3111 52573 1490 9086
3112 35852 660 3113
3113 35852 661 3114
3114 35852 662 3115
3115 35852 663 3116
3116 35852 664 3117
3117 35852 665 3118
3118 35852 666 3119
3119 35852 667 300
3120 52573 1416 2542
3121 23406 690 3122
3122 23406 691 3123
3123 23406 692 4578
3124 38807 1422 9096
3125 38807 1069 395
3126 52573 1750 8951
3127 0 0 0
3128 52573 1014 8445
3129 38807 350 6646
3130 7400 33 4270
3131 52573 1824 176
3132 38807 1192 746
3133 38807 1281 8933
3134 52573 925 5032
3135 0 0 0
3136 23406 793 3137
3137 23406 794 3138
3138 23406 795 9660
3139 38807 966 9582
3140 23406 1065 3141
3141 23406 1066 9826
3142 38807 81 4402
3143 52573 1469 2650
3144 52573 471 2855
3145 0 0 0
3146 38807 1346 7128
3147 0 0 0
3148 23406 645 3149
3149 23406 646 368
3150 23406 453 3151
3151 23406 454 3152
3152 23406 455 3153
3153 23406 456 5138
3154 52573 658 7791
3155 0 0 0
3156 38807 476 2403
3157 0 0 0
3158 23406 1380 344
3159 38807 1394 4569
3160 23406 1549 3161
3161 23406 1550 783
3162 52573 544 4978
3163 0 0 0
3164 23406 1259 3165
3165 23406 1260 8060
3166 52573 363 9818
3167 38807 539 362
3168 38807 1370 4394
3169 0 0 0
3170 52573 664 1292
3171 38807 97 10
3172 38807 1409 7484
3173 0 0 0
3174 7400 68 6104
3175 23406 1688 1369
3176 52573 108 528
3177 0 0 0
3178 52573 922 4123
3179 23406 65 3180
3180 23406 66 3181
3181 23406 67 3182
3182 23406 68 3183
3183 23406 69 5238
3184 52573 105 1640
3185 23406 1860 9381
3186 38807 1169 4640
3187 0 0 0
3188 52573 810 3308
3189 23406 1294 3190
3190 23406 1295 3191
3191 23406 1296 2509
3192 52573 1315 2604
3193 23406 1774 3203
3194 52573 1584 8922
3195 0 0 0
3196 38807 395 6628
3197 52573 88 2410
3198 52573 321 2272
3199 0 0 0
3200 38807 856 1302
3201 23406 1857 6746
3202 7400 18 8906
3203 23406 1775 2302
3204 23406 955 3205
3205 23406 956 3063
3206 52573 225 4963
3207 23406 470 3208
3208 23406 471 3209
3209 23406 472 9559
3210 52573 148 8044
3211 0 0 0
3212 52573 1070 2988
3213 0 0 0
3214 52573 333 8386
3215 23406 885 3216
3216 23406 886 3217
3217 23406 887 7210
3218 38807 260 1813
3219 0 0 0
3220 38807 714 2498
3221 0 0 0
3222 38807 1047 8070
3223 38807 230 7133
3224 52573 790 2437
3225 38807 1323 3294
3226 38807 561 1644
3227 0 0 0
3228 23406 1464 3229
3229 23406 1465 2152
3230 52573 651 7216
3231 0 0 0
3232 38807 113 428
3233 38807 178 7839
3234 52573 1422 1841
3235 23406 1419 3236
3236 23406 1420 1454
3237 38807 1242 969
3238 52573 880 1734
3239 0 0 0
3240 38807 228 3062
3241 38807 972 7077
3242 23406 259 3243
3243 23406 260 5142
3244 38807 20 9172
3245 0 0 0
3246 38807 770 4277
3247 52573 551 1144
3248 52573 1604 4194
3249 23406 2079 1505
3250 38807 447 946
3251 0 0 0
3252 52573 647 6700
3253 52573 1809 4104
3254 52573 25 191
3255 38807 1222 7425
3256 52573 1786 1530
3257 0 0 0
3258 52573 6 1866
3259 38807 700 7040
3260 52573 443 6842
3261 0 0 0
3262 38807 864 1178
3263 38807 1303 677
3264 52573 185 4922
3265 38807 480 9205
3266 52573 1700 1257
3267 23406 1913 4347
3268 52573 765 926
3269 0 0 0
3270 35852 608 3271
3271 35852 609 3272
3272 35852 610 3273
3273 35852 611 3274
3274 35852 612 9849
3275 52573 39 2232
3276 38807 150 8488
3277 23406 1153 4643
3278 44000 4 6622
3279 23406 1116 3280
3280 23406 1117 9244
3281 52573 568 2313
3282 38807 422 9835
3283 52573 921 3178
3284 52573 168 9720
3285 0 0 0
3286 38807 1418 6428
3287 23406 1917 3288
3288 23406 1918 7295
3289 52573 1815 716
3290 23406 1021 3291
3291 23406 1022 9840
3292 38807 40 9814
3293 0 0 0
3294 38807 1324 1221
3295 0 0 0
3296 38807 997 1385
3297 52573 1536 9738
3298 38807 938 2962
3299 23406 1266 3300
3300 23406 1267 9766
3301 52573 395 560
3302 0 0 0
3303 38807 1008 443
3304 38807 800 7074
3305 23406 1452 3414
3306 52573 1658 2091
3307 0 0 0
3308 52573 811 3396
3309 23406 2065 109
3310 52573 299 4958
3311 0 0 0
3312 52573 1410 2301
3313 23406 1869 6905
3314 52573 1462 3906
3315 52573 832 2227
3316 52573 837 7757
3317 0 0 0
3318 38807 111 1504
3319 0 0 0
3320 52573 1633 7032
3321 52573 1407 7668
3322 38807 244 3099
3323 23406 2015 3810
3324 52573 1009 3461
3325 23406 1677 3326
3326 23406 1678 4481
3327 38807 1461 2907
3328 23406 2081 4969
3329 38807 767 7722
3330 52573 1597 6908
3331 0 0 0
3332 23406 816 3333
3333 23406 817 1514
3334 23406 100 3335
3335 23406 101 3336
3336 23406 102 3337
3337 23406 103 4980
3338 52573 1007 59
3339 0 0 0
3340 23406 1472 905
3341 35852 1218 3342
3342 35852 1219 3343
3343 35852 1220 3344
3344 35852 1221 3345
3345 35852 1222 3346
3346 35852 1223 3347
3347 35852 1224 7997
3348 52573 1822 70
3349 44000 23 1968
3350 38807 1365 1982
3351 23406 1517 3352
3352 23406 1518 7612
3353 38807 878 6936
3354 7400 140 6110
3355 38807 1212 7013
3356 38807 467 1046
3357 0 0 0
3358 38807 19 3244
3359 0 0 0
3360 35852 115 3361
3361 35852 116 3362
3362 35852 117 3363
3363 35852 118 3364
3364 35852 119 3365
3365 35852 120 3366
3366 35852 121 3367
3367 35852 122 3368
3368 35852 123 6892
3369 7400 109 748
3370 38807 1050 7462
3371 23406 1618 3372
3372 23406 1619 891
3373 52573 1549 2574
3374 52573 1116 1766
3375 0 0 0
3376 38807 316 4862
3377 23406 1881 3378
3378 23406 1882 8735
3379 38807 825 6745
3380 52573 1722 2618
3381 0 0 0
3382 52573 1281 8357
3383 23406 77 3384
3384 23406 78 3385
3385 23406 79 611
3386 38807 1351 2571
3387 23406 1377 4067
3388 23406 1168 3389
3389 23406 1169 1550
3390 52573 163 7872
3391 52573 965 2548
3392 52573 1106 3812
3393 23406 1008 3394
3394 23406 1009 2563
3395 52573 189 7379
3396 52573 812 4040
3397 52573 1684 6787
3398 38807 859 16
3399 0 0 0
3400 35852 539 3401
3401 35852 540 3402
3402 35852 541 3403
3403 35852 542 3404
3404 35852 543 3405
3405 35852 544 3406
3406 35852 545 3407
3407 35852 546 9908
3408 52573 453 1961
3409 28799 169 1
3410 23406 1674 2391
3411 52573 1802 8483
3412 52573 1667 9838
3413 38807 435 89
3414 23406 1453 9089
3415 38807 439 7884
3416 52573 100 1056
3417 0 0 0
3418 23406 634 3419
3419 23406 635 6212
3420 7400 50 7820
3421 23406 1418 3235
3422 38807 1205 736
3423 38807 1114 9113
3424 52573 1389 8498
3425 23406 702 3426
3426 23406 703 3427
3427 23406 704 6432
3428 7400 72 7001
3429 0 0 0
3430 52573 924 3134
3431 23406 2077 4423
3432 52573 826 2307
3433 23406 360 3434
3434 23406 361 3435
3435 23406 362 3436
3436 23406 363 3437
3437 23406 364 2392
3438 52573 5 3258
3439 38807 1274 2463
3440 38807 871 7464
3441 38807 861 3800
3442 38807 631 8372
3443 0 0 0
3444 38807 576 9022
3445 0 0 0
3446 52573 1540 6307
3447 0 0 0
3448 23406 1694 313
3449 52573 217 9134
3450 52573 1521 1386
3451 7400 65 1633
3452 23406 1079 3453
3453 23406 1080 4692
3454 38807 1229 3713
3455 38807 544 7310
3456 38807 558 4382
3457 23406 1939 4651
3458 38807 30 4962
3459 52573 243 5222
3460 0 0 0
3461 52573 1010 7346
3462 52573 173 4230
3463 23406 1705 4253
3464 35852 259 3465
3465 35852 260 3466
3466 35852 261 3467
3467 35852 262 3468
3468 35852 263 3469
3469 35852 264 3470
3470 35852 265 3471
3471 35852 266 3472
3472 35852 267 3473
3473 35852 268 3474
3474 35852 269 3475
3475 35852 270 2438
3476 52573 1448 8508
3477 0 0 0
3478 23406 43 3479
3479 23406 44 3480
3480 23406 45 6926
3481 52573 11 4840
3482 23406 1367 3483
3483 23406 1368 1634
3484 7400 64 3451
3485 23406 189 3486
3486 23406 190 3487
3487 23406 191 8767
3488 52573 1215 7242
3489 23406 236 3490
3490 23406 237 3491
3491 23406 238 3492
3492 23406 239 3493
3493 23406 240 1028
3494 7400 38 4664
3495 0 0 0
3496 52573 458 8036
3497 0 0 0
3498 52573 197 6747
3499 23406 1953 79
3500 38807 196 2026
3501 0 0 0
3502 38807 287 9376
3503 38807 301 7622
3504 44000 3 3278
3505 52573 995 2544
3506 23406 1126 3507
3507 23406 1127 1759
3508 38807 371 924
3509 0 0 0
3510 52573 506 6725
3511 38807 1259 4214
3512 38807 1374 2589
3513 0 0 0
3514 23406 1151 3515
3515 23406 1152 3277
3516 7400 112 6470
3517 23406 1831 9572
3518 52573 601 4500
3519 38807 294 1151
3520 38807 746 8438
3521 23406 1597 219
3522 52573 1412 1524
3523 0 0 0
3524 23406 1207 3525
3525 23406 1208 7810
3526 52573 1599 6486
3527 0 0 0
3528 23406 1428 3529
3529 23406 1429 8317
3530 52573 236 616
3531 0 0 0
3532 52573 351 3608
3533 23406 1566 3534
3534 23406 1567 6801
3535 52573 1474 9314
3536 52573 86 8522
3537 0 0 0
3538 38807 68 6220
3539 23406 1040 3540
3540 23406 1041 6066
3541 52573 416 7694
3542 52573 1518 246
3543 0 0 0
3544 52573 1511 4986
3545 23406 873 3546
3546 23406 874 2908
3547 38807 511 9046
3548 7400 99 9018
3549 23406 1874 1255
3550 38807 766 3329
3551 35852 990 3552
3552 35852 991 3553
3553 35852 992 3554
3554 35852 993 3555
3555 35852 994 3556
3556 35852 995 3557
3557 35852 996 3558
3558 35852 997 3559
3559 35852 998 3560
3560 35852 999 3561
3561 35852 1000 164
3562 52573 1123 6355
3563 23406 1842 8609
3564 23406 1722 9273
3565 52573 834 9095
3566 23406 1068 4966
3567 52573 862 3598
3568 38807 461 7512
3569 52573 1439 7022
3570 38807 806 4117
3571 0 0 0
3572 23406 326 3573
3573 23406 327 3574
3574 23406 328 3575
3575 23406 329 9722
3576 52573 861 3567
3577 0 0 0
3578 38807 551 6756
3579 52573 1247 7898
3580 52573 524 7433
3581 0 0 0
3582 52573 884 5008
3583 0 0 0
3584 23406 1157 3585
3585 23406 1158 383
3586 52573 451 3034
3587 23406 1859 3185
3588 52573 1016 5110
3589 0 0 0
3590 23406 676 3591
3591 23406 677 2346
3592 52573 1250 7873
3593 0 0 0
3594 38807 912 9023
3595 38807 1066 6516
3596 38807 1313 9633
3597 52573 1772 5152
3598 52573 863 9035
3599 23406 1958 3681
3600 38807 369 579
3601 23406 911 3602
3602 23406 912 3603
3603 23406 913 9050
3604 38807 923 7608
3605 23406 1690 2537
3606 52573 1432 9624
3607 38807 916 7421
3608 52573 352 9956
3609 0 0 0
3610 52573 1314 3192
3611 0 0 0
3612 52573 629 8412
3613 38807 858 3398
3614 38807 802 9518
3615 35852 1644 3616
3616 35852 1645 3617
3617 35852 1646 3618
3618 35852 1647 3619
3619 35852 1648 3620
3620 35852 1649 131
3621 52573 270 829
3622 52573 337 6627
3623 0 0 0
3624 52573 728 1405
3625 23406 1804 7286
3626 52573 1233 708
3627 35852 1700 3628
3628 35852 1701 3629
3629 35852 1702 3630
3630 35852 1703 3631
3631 35852 1704 3632
3632 35852 1705 3633
3633 35852 1706 7314
3634 52573 1160 2061
3635 38807 683 9389
3636 38807 3 9238
3637 38807 1158 6962
3638 52573 650 3230
3639 0 0 0
3640 52573 531 6679
3641 52573 1443 8883
3642 38807 182 6160
3643 0 0 0
3644 23406 1988 6339
3645 38807 672 1522
3646 52573 1759 7336
3647 0 0 0
3648 38807 530 6518
3649 0 0 0
3650 52573 1465 4099
3651 52573 1484 1580
3652 38807 1022 3941
3653 23406 1565 3533
3654 35852 823 3655
3655 35852 824 3656
3656 35852 825 3657
3657 35852 826 3658
3658 35852 827 3659
3659 35852 828 385
3660 52573 945 4965
3661 0 0 0
3662 52573 1166 2814
3663 52573 769 6980
3664 23406 1332 3665
3665 23406 1333 8538
3666 23406 571 3667
3667 23406 572 1690
3668 35852 597 3669
3669 35852 598 3670
3670 35852 599 3671
3671 35852 600 3672
3672 35852 601 3673
3673 35852 602 3674
3674 35852 603 3675
3675 35852 604 3676
3676 35852 605 3677
3677 35852 606 3678
3678 35852 607 3270
3679 52573 1297 2146
3680 38807 1367 601
3681 23406 1959 897
3682 52573 1420 6302
3683 52573 213 7824
3684 38807 166 1422
3685 0 0 0
3686 38807 798 3110
3687 23406 1764 7465
3688 23406 883 3689
3689 23406 884 3215
3690 52573 394 3301
3691 38807 518 7299
3692 52573 872 8380
3693 0 0 0
3694 28799 68 3695
3695 28799 69 3696
3696 28799 70 3697
3697 28799 71 6939
3698 52573 1713 4649
3699 0 0 0
3700 28799 136 3701
3701 28799 137 3702
3702 28799 138 3703
3703 28799 139 4526
3704 52573 929 6472
3705 0 0 0
3706 38807 709 8900
3707 0 0 0
3708 38807 29 3458
3709 38807 1189 2861
3710 7400 31 618
3711 0 0 0
3712 38807 147 444
3713 38807 1230 3039
3714 23406 720 3715
3715 23406 721 4110
3716 52573 797 7302
3717 52573 554 5012
3718 52573 556 9430
3719 0 0 0
3720 38807 1061 2277
3721 38807 1018 6490
3722 38807 161 8434
3723 52573 1323 316
3724 23406 930 3725
3725 23406 931 5290
3726 52573 692 9010
3727 23406 1970 2635
3728 38807 1458 4015
3729 23406 2029 1095
3730 38807 1046 3222
3731 23406 274 3732
3732 23406 275 3733
3733 23406 276 6192
3734 23406 228 3735
3735 23406 229 3736
3736 23406 230 7206
3737 52573 83 2512
3738 0 0 0
3739 52573 741 2290
3740 52573 836 3316
3741 0 0 0
3742 38807 1357 6107
3743 23406 1648 919
3744 52573 842 1581
3745 38807 51 2199
3746 52573 1268 2689
3747 0 0 0
3748 52573 420 4276
3749 0 0 0
3750 23406 500 3751
3751 23406 501 3752
3752 23406 502 9550
3753 52573 1482 9202
3754 38807 1220 9822
3755 38807 1350 3386
3756 23406 1 3757
3757 23406 2 3758
3758 23406 3 3759
3759 23406 4 6304
3760 38807 675 1960
3761 0 0 0
3762 52573 918 2016
3763 38807 1020 1456
3764 35852 509 3765
3765 35852 510 3766
3766 35852 511 3767
3767 35852 512 3768
3768 35852 513 3769
3769 35852 514 3770
3770 35852 515 3771
3771 35852 516 8787
3772 52573 1712 3698
3773 23406 1925 2688
3774 38807 282 9593
3775 0 0 0
3776 35852 908 3777
3777 35852 909 3778
3778 35852 910 3779
3779 35852 911 3780
3780 35852 912 3781
3781 35852 913 3782
3782 35852 914 3783
3783 35852 915 3784
3784 35852 916 3785
3785 35852 917 3786
3786 35852 918 4822
3787 52573 1363 2904
3788 0 0 0
3789 7400 111 3516
3790 23406 789 3791
3791 23406 790 9286
3792 44000 16 9885
3793 23406 1786 4477
3794 52573 1778 625
3795 0 0 0
3796 38807 527 8760
3797 23406 1938 3457
3798 52573 374 5212
3799 0 0 0
3800 38807 862 4925
3801 52573 1218 1812
3802 38807 123 9486
3803 52573 1197 1518
